"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3180000","318000001120170001","20170217","","01","영업/정상","0000","정상","","","","","02-3667-7092","","","서울특별시 영등포구 문래동6가 5번지 105호","서울특별시 영등포구 선유로 63 105호 (문래동6가 EEU동신타워)","07281","수온누리약국","20170217164029","I","2018-08-31 23:59:59.0","","190121.308341551    ","446385.28413493     ","동물약국","","","000","0"
"3180000","318000001120170003","20170519","","01","영업/정상","0000","정상","","","","","02-2633-7167","","","서울특별시 영등포구 당산동3가 395-4번지 1층 ","서울특별시 영등포구 당산로31길 14 1층 (당산동3가)","07256","이도온누리약국","20170519143846","I","2018-08-31 23:59:59.0","","190671.21492202     ","447183.141872461    ","동물약국","","","000","0"
"3180000","318000001120200012","20200908","","03","폐업","0002","폐업","20220903","","","","02-2672-3277","","","서울특별시 영등포구 당산동5가 9-2 당산 삼성쉐르빌","서울특별시 영등포구 당산로45길 1 당산 삼성쉐르빌 202호 (당산동5가)","07213","쉐르빌약국","20220907103853","U","2021-12-09 00:09:00.0","","191141.226204825","447891.210285041","","","","",""
"3180000","318000001120130013","20130709","","01","영업/정상","0000","정상","","","","","02-2636-7588","","","서울특별시 영등포구 당산동4가 94-1번지 삼성ABC프라자1층 102호 ","서울특별시 영등포구 당산로36길 12 (당산동4가)","07220","영등포21세기약국","20130709163522","I","2018-08-31 23:59:59.0","","190952.393621063    ","447295.214623263    ","동물약국","","","000","0"
"3180000","318000001120130015","20130729","","01","영업/정상","0000","정상","","","","","02-841-8843","","","서울특별시 영등포구 신길동 257-43번지 ","서울특별시 영등포구 신길로39길 13 (신길동)","07387","대흥약국","20130729180133","I","2018-08-31 23:59:59.0","","191928.091957496    ","444958.802025873    ","동물약국","","","000","0"
"3180000","318000001120130017","20130820","","01","영업/정상","0000","정상","","","","","02-843-2843","0","","서울특별시 영등포구 신길동 3844번지 ","서울특별시 영등포구 신풍로 46 (신길동)","07430","장수약국","20130904114952","I","2018-08-31 23:59:59.0","","192062.865233525    ","444193.224270647    ","동물약국","","","000","0"
"3180000","318000001120130018","20130827","","01","영업/정상","0000","정상","","","","","02-836-2086","","","서울특별시 영등포구 영등포동 580-8번지 ","서울특별시 영등포구 신길로 252 (영등포동)","07312","공원온누리약국","20130827203202","I","2018-08-31 23:59:59.0","","192130.119623071    ","445769.95106678     ","동물약국","","","000","0"
"3180000","318000001120130020","20131129","","01","영업/정상","0000","정상","","","","","02-718-1454","0","","서울특별시 영등포구 여의도동 28-1번지 전국경제인연합회회관 ","서울특별시 영등포구 여의대로 24 전국경제인연합회회관 지층 114-2호 (여의도동)","07320","성우약국","20190314152342","U","2019-03-16 02:40:00.0","","192880.946054063    ","446664.78738442     ","동물약국","","","000","0"
"3180000","318000001120140003","20140804","","01","영업/정상","0000","정상","","","","","02-2678-5869","0","","서울특별시 영등포구 영등포동3가 9-46번지 외 1필지 ","서울특별시 영등포구 영중로 10-1 (영등포동3가)","07304","금강온누리약국","20190314152453","U","2019-03-16 02:40:00.0","","191652.953162445    ","446126.383969343    ","동물약국","","","000","0"
"3180000","318000001120130001","20130502","","01","영업/정상","0000","정상","","","","","02-785-7648","","","서울특별시 영등포구 여의도동 26-4번지 ","서울특별시 영등포구 의사당대로 97 (여의도동)","07327","여의도동물약국","20140403125837","I","2018-08-31 23:59:59.0","","193253.666517882    ","446701.353544281    ","동물약국","","","000","0"
"3180000","318000001120130003","20130516","","01","영업/정상","0000","정상","","","","","02-2068-7277","","","서울특별시 영등포구 영등포동6가 3-1번지 ","서울특별시 영등포구 영중로 51-1 (영등포동6가)","07251","영등포제일약국","20130516140602","I","2018-08-31 23:59:59.0","","191497.782018645    ","446527.65865588     ","동물약국","","","000","0"
"3180000","318000001120130004","20130528","","01","영업/정상","0000","정상","","","","","02-785-1009","0","","서울특별시 영등포구 여의도동 41-1번지 대교B상가 114호","서울특별시 영등포구 국제금융로7길 22 (여의도동)","07340","보건약국","20130528104644","I","2018-08-31 23:59:59.0","","194015.180457719    ","446777.454528971    ","동물약국","","","000","0"
"3180000","318000001120130005","20130531","","01","영업/정상","0000","정상","","","","","02-849-1330","","","서울특별시 영등포구 대림동 1056-1번지 ","서울특별시 영등포구 도림로38길 4 (대림동)","07416","온누리대광약국","20130531201428","I","2018-08-31 23:59:59.0","","190838.103971181    ","443387.701602573    ","동물약국","","","000","0"
"3180000","318000001120130006","20130610","","01","영업/정상","0000","정상","","","","","02-784-5480","","","서울특별시 영등포구 여의도동 44-32번지 에리트빌딩 306호 ","서울특별시 영등포구 여의대방로65길 12 (여의도동)","07333","미래약국","20130610113330","I","2018-08-31 23:59:59.0","","193745.64337296     ","446380.254633325    ","동물약국","","","000","0"
"3180000","318000001120130007","20130612","","01","영업/정상","0000","정상","","","","","02-780-5004","","","서울특별시 영등포구 여의도동 44-14번지 경도빌딩 118호 ","서울특별시 영등포구 여의대방로 383 (여의도동)","07333","경도약국","20130612090852","I","2018-08-31 23:59:59.0","","193870.812916718    ","446351.97420108     ","동물약국","","","000","0"
"3180000","318000001120130008","20130613","","01","영업/정상","0000","정상","","","","","02-841-3004","","","서울특별시 영등포구 신길동 4676번지 ","서울특별시 영등포구 신길로 36-1 (신길동)","07436","신풍약국","20130613115433","I","2018-08-31 23:59:59.0","","191854.93419986     ","443748.041037601    ","동물약국","","","000","0"
"3190000","319000001120170003","20170807","","01","영업/정상","0000","정상","","","","","02-522-0993","","","","서울특별시 동작구 사당로 196 103호 (사당동 거묵프리미엄 상가)","07009","우리들온누리약국","20170807151900","I","2018-08-31 23:59:59.0","","197267.513868619    ","442526.629721158    ","동물약국","","","000",""
"3190000","319000001120170004","20171122","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동작구 신대방동 344-258번지 ","서울특별시 동작구 보라매로 61-1 (신대방동)","07061","단골약국","20171122093431","I","2018-08-31 23:59:59.0","","193487.189062358    ","443642.024911874    ","동물약국","","","000",""
"3190000","319000001120170005","20171214","","01","영업/정상","0000","정상","","","","","02-815-5051","0","","서울특별시 동작구 대방동 393-65번지 ","서울특별시 동작구 상도로 69 (대방동)","06953","새천년약국","20171214154009","I","2018-08-31 23:59:59.0","","193586.734109264    ","444201.691351148    ","동물약국","","","000",""
"3190000","319000001120200003","20200708","","01","영업/정상","0000","정상","","","","","02-6484-8248","0","","서울특별시 동작구 흑석동 1-3 원불교100년기념관 ","서울특별시 동작구 현충로 75 원불교100년기념관 (흑석동)","06904","2층은약국","20200714085739","U","2020-07-16 02:40:00.0","","196739.152428297    ","445284.174739618    ","동물약국","","","000",""
"3190000","319000001120200005","20200922","","01","영업/정상","0000","정상","","","","","02-826-9848","","","서울특별시 동작구 노량진동 330 삼익주상복합아파트 102호 ","서울특별시 동작구 만양로 84 102호 (노량진동 삼익주상복합아파트)","06914","인화약국","20200922183601","I","2020-09-24 00:23:11.0","","195079.265528912    ","445413.288375132    ","동물약국","","","000",""
"3190000","319000001120200007","20201105","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동작구 상도동 32-10 더라함 ","서울특별시 동작구 상도로 246 더라함 1층 (상도동)","06964","송약국","20201105132915","I","2020-11-07 00:23:09.0","","195131.339814219    ","444725.037861169    ","동물약국","","","000",""
"3190000","319000001120210005","20210412","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동작구 사당동 588-44 사당역(4호선) ","서울특별시 동작구 동작대로 지하 3 사당역(4호선) (사당동)","07025","사당역약국","20210412142843","I","2021-04-14 00:22:57.0","","198305.619512013    ","441636.298345044    ","동물약국","","","000",""
"3190000","319000001120210004","20210316","","01","영업/정상","0000","정상","","","","","02-5464-5646","","","서울특별시 동작구 대방동 339-15 1층 ","서울특별시 동작구 노량진로 22 1층 (대방동)","06938","정한약국","20210316104836","I","2021-03-18 00:22:59.0","","193576.297229597    ","445632.267963704    ","동물약국","","","000",""
"3190000","319000001120210003","20210209","","01","영업/정상","0000","정상","","","","","02-6269-7575","","","서울특별시 동작구 신대방동 395-69 보라매아카데미타워 515호 ","서울특별시 동작구 보라매로5가길 16 515호 (신대방동 보라매아카데미타워)","07071","아카데미약국","20210209094138","I","2021-02-11 00:23:11.0","","193218.36400997     ","443239.581054145    ","동물약국","","","000",""
"3190000","319000001120210009","20210630","","01","영업/정상","0000","정상","","","","","","85.36","","서울특별시 동작구 흑석동 183-21 ","서울특별시 동작구 흑석로 108 1~2층 (흑석동)","06972","씨에이(CA)정문약국","20210630131754","I","2021-07-02 00:23:01.0","","196512.436183433    ","445092.515001156    ","동물약국","","","000",""
"3190000","319000001120210001","20210106","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동작구 상도동 365-2 동서남북빌딩 ","서울특별시 동작구 상도로 174 동서남북빌딩 1층 (상도동)","06956","메디홈약국","20210106142331","I","2021-01-08 00:23:04.0","","194482.997889163    ","444679.023067754    ","동물약국","","","000",""
"3190000","319000001120190001","20190318","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동작구 상도동 502-1번지 ","서울특별시 동작구 상도로67길 31 1층 (상도동)","07027","숭실길약국","20190318103256","I","2019-03-20 02:21:55.0","","196075.398875996    ","443649.225304496    ","동물약국","","","000",""
"3190000","319000001120190002","20190328","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동작구 상도동 501-10번지 ","서울특별시 동작구 상도로 377 1층 (상도동)","07027","유원약국","20190329165805","I","2019-04-02 02:20:11.0","","195934.018445706    ","443681.047037634    ","동물약국","","","000",""
"3190000","319000001120190005","20190923","","01","영업/정상","0000","정상","","","","","02-540-8639","","","서울특별시 동작구 사당동 147-76번지 ","서울특별시 동작구 사당로 303 (사당동)","07008","사랑약국","20190923134240","I","2019-09-25 02:22:36.0","","198259.950243293    ","442580.443702263    ","동물약국","","","000",""
"3190000","319000001120190003","20190715","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동작구 상도동 187-1번지 ","서울특별시 동작구 상도로 153 1층 (상도동)","06950","바른약국","20190715141626","I","2019-07-17 02:21:40.0","","194284.30185722     ","444582.345380427    ","동물약국","","","000",""
"3190000","319000001120190009","20191223","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","서울특별시 동작구 사당동 1046-13번지 ","서울특별시 동작구 남부순환로 2059 (사당동)","07024","평화약국","20191223104037","I","2019-12-25 00:23:26.0","","197939.797421748    ","441638.273666659    ","동물약국","","","000",""
"3190000","319000001120210008","20210630","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","85.36","","서울특별시 동작구 흑석동 183-21 ","서울특별시 동작구 흑석로 108 1~2층 (흑석동)","06972","씨에이(CA)정문약국","20210630131604","I","2021-07-02 00:23:01.0","","196512.436183433    ","445092.515001156    ","동물약국","","","000",""
"3190000","319000001120040001","20040310","","03","폐업","0002","폐업","20090302","","","","845-0981","0","","서울특별시 동작구 사당동 150-3번지 ","서울특별시 동작구 사당로 285 (사당동)","","신세계약국","20090302114944","I","2018-08-31 23:59:59.0","","198088.602971262    ","442497.524877751    ","동물약국","","","000",""
"3190000","319000001120040005","20040625","","03","폐업","0002","폐업","20190930","","","","02-816-3869","0","","서울특별시 동작구 상도1동 621번지 ","서울특별시 동작구 양녕로 281 (상도1동)","06919","해뜨는약국","20190930154301","U","2019-10-02 02:40:00.0","","195462.519450625    ","444709.899966634    ","동물약국","","","000",""
"3190000","319000001120040006","20040702","","03","폐업","0002","폐업","20111230","","","","595-8804","0","","서울특별시 동작구 사당동 120-1   번지 120121호 ","","","다정약국","20120103125930","I","2018-08-31 23:59:59.0","","","","동물약국","","","000",""
"3190000","319000001120050001","20050105","","03","폐업","0002","폐업","20100706","","","","823-7930","0","","서울특별시 동작구 상도동 210-35  번지 ","","","상아약국","20100706175916","I","2018-08-31 23:59:59.0","","","","동물약국","","","000",""
"3190000","319000001120050002","20050106","","03","폐업","0002","폐업","20051222","","","","821-3157","0","","서울특별시 동작구 신대방동 344-258 번지 ","","","온누리보라매약국","20051222170817","I","2018-08-31 23:59:59.0","","","","동물약국","","","000",""
"3190000","319000001120050003","20050106","","03","폐업","0002","폐업","20070601","","","","584-3858","0","","서울특별시 동작구 사당동 1037-17  번지 ","","","세종약국","20070601133003","I","2018-08-31 23:59:59.0","","","","동물약국","","","000",""
"3190000","319000001120050004","20050224","","03","폐업","0002","폐업","20061211","","","","824-3469","0","","서울특별시 동작구 흑석동 102-29번지 ","서울특별시 동작구 흑석로 106-9 (흑석동)","","명수대대학약국","20061214170420","I","2018-08-31 23:59:59.0","","196531.864515476    ","445057.580245012    ","동물약국","","","000",""
"3190000","319000001120050005","20050603","","03","폐업","0002","폐업","20060720","","","","817-1422","0","","서울특별시 동작구 노량진동 117-12  번지 ","","","노들약국","20060720112612","I","2018-08-31 23:59:59.0","","","","동물약국","","","000",""
"3190000","319000001120050006","20050916","","03","폐업","0002","폐업","20100115","","","","821-3157","35.83","","서울특별시 동작구 신대방동 344-258 번지 ","","","보라매단골약국","20100115135953","I","2018-08-31 23:59:59.0","","","","동물약국","","","000",""
"3190000","319000001120100001","20100205","","03","폐업","0002","폐업","20110530","","","","821-3157","0","","서울특별시 동작구 신대방동 344-258번지 ","서울특별시 동작구 보라매로 61-1 (신대방동)","","단골약국","20110530125549","I","2018-08-31 23:59:59.0","","193487.189062358    ","443642.024911874    ","동물약국","","","000",""
"3190000","319000001120130002","20130530","","03","폐업","0002","폐업","20151120","","","","823-3189","","","서울특별시 동작구 상도동 345-9번지 ","서울특별시 동작구 상도로 104 (상도동)","06959","별약국","20151120100329","I","2018-08-31 23:59:59.0","","193929.368693425    ","444251.431329938    ","동물약국","","","000",""
"3190000","319000001120130003","20130610","","03","폐업","0002","폐업","20171113","","","","821-3157","0","","서울특별시 동작구 신대방동 344-258번지 ","서울특별시 동작구 보라매로 61-1 (신대방동)","07061","단골약국","20171113165217","I","2018-08-31 23:59:59.0","","193487.189062358    ","443642.024911874    ","동물약국","","","000",""
"3190000","319000001120130008","20130820","","03","폐업","0002","폐업","20151125","","","","02-832-4181","0","","서울특별시 동작구 신대방동 706번지 보라매우성상가 101호 ","서울특별시 동작구 보라매로5길 5 (신대방동 보라매우성상가 101호)","07071","새보라매약국","20151211202113","I","2018-08-31 23:59:59.0","","193311.831569946    ","443352.67250352     ","동물약국","","","000",""
"3190000","319000001120150001","20150311","","03","폐업","0002","폐업","20150921","","","","02-6267-7575","0","","서울특별시 동작구 노량진동 325번지 신동아리버파크 상가동 3층 ","서울특별시 동작구 만양로 19 신동아리버파크상가동 3층 (노량진동)","06920","정다운약국","20150918171328","I","2018-08-31 23:59:59.0","","195078.236176484    ","445024.485155695    ","동물약국","","","000",""
"3190000","319000001120150002","20150602","","03","폐업","0002","폐업","20191219","","","","02-845-9312","","","서울특별시 동작구 신대방동 565번지 ","서울특별시 동작구 여의대방로 22 1층 104호 (신대방동)","07065","우성당약국","20191219142021","U","2019-12-21 02:40:00.0","","192113.200600983    ","443344.373525343    ","동물약국","","","000",""
"3190000","319000001120150006","20150902","","03","폐업","0002","폐업","20150925","","","","02-3477-9477","","","서울특별시 동작구 사당동 265-16번지 ","서울특별시 동작구 사당로 227 (사당동 태평약국)","07004","태평양약국","20150925095350","I","2018-08-31 23:59:59.0","","197559.885445525    ","442396.468741052    ","동물약국","","","000",""
"3190000","319000001120130009","20130911","","03","폐업","0002","폐업","20141031","","","","02-823-7339","","","서울특별시 동작구 상도동 259-23번지 ","서울특별시 동작구 성대로 68 (상도동)","07044","부산약국","20141031132827","I","2018-08-31 23:59:59.0","","194122.047548381    ","443970.921162781    ","동물약국","","","000",""
"3190000","319000001120130012","20131114","","03","폐업","0002","폐업","20151224","","","","02-521-3474","","","서울특별시 동작구 사당동 1043-13번지 1층 ","서울특별시 동작구 동작대로 7 1층 (사당동)","07025","사당소화약국","20151224170519","I","2018-08-31 23:59:59.0","","198260.606422072    ","441663.546703748    ","동물약국","","","000",""
"3190000","319000001120140002","20140613","","03","폐업","0002","폐업","20151120","","","","02-3280-2828","","","서울특별시 동작구 상도동 22-108번지 ","서울특별시 동작구 만양로 5 (상도동)","06921","건강약국","20151120100200","I","2018-08-31 23:59:59.0","","195200.897171399    ","444798.794869962    ","동물약국","","","000",""
"3190000","319000001120140004","20140821","","03","폐업","0002","폐업","20160810","","","","02-817-1918","0","","서울특별시 동작구 본동 163-8번지 B02호","서울특별시 동작구 매봉로 178 B02호 (본동)","06906","금강약국","20160810164022","I","2018-08-31 23:59:59.0","","195707.269312044    ","445555.542580927    ","동물약국","","","000",""
"3190000","319000001120150007","20150930","","03","폐업","0002","폐업","20151207","","","","02-3477-9477","87.93","","서울특별시 동작구 사당동 265-16번지 1층 ","서울특별시 동작구 사당로 227 1층 (사당동 태평약국)","07004","태평양약국","20151207093941","I","2018-08-31 23:59:59.0","","197559.885445525    ","442396.468741052    ","동물약국","","","000",""
"3190000","319000001120160001","20160601","","03","폐업","0002","폐업","20210924","","","","02-831-1922","","","서울특별시 동작구 신대방동 395-62 101호","서울특별시 동작구 보라매로5길 23 (신대방동 삼성보라매옴니타워)","07071","보라매대학약국","20210924175249","U","2021-09-26 02:40:00.0","","193176.63667583     ","443379.17134595     ","동물약국","","","000","0"
"3190000","319000001120160002","20160629","","03","폐업","0002","폐업","20160824","","","","02-914-3396","277.28","","서울특별시 동작구 사당동 144-5번지 ","서울특별시 동작구 사당로 301 (사당동 사당동빌딩)","07008","한라약국","20160824144428","I","2018-08-31 23:59:59.0","","198222.568594268    ","442575.10043131     ","동물약국","","","000",""
"3190000","319000001120200006","20201026","","03","폐업","0002","폐업","20210928","","","","02-815-9191","","","서울특별시 동작구 노량진동 233-5 ","서울특별시 동작구 장승배기로 139-1 1층 (노량진동)","06929","신안약국","20210928164836","U","2021-09-30 02:40:00.0","","194621.325459152    ","445320.633081679    ","동물약국","","","000","0"
"3190000","319000001120190004","20190725","","03","폐업","0002","폐업","20190826","","","","02-6269-7574","","","서울특별시 동작구 신대방동 395-69번지 보라매아카데미타워 515호","서울특별시 동작구 보라매로5가길 16 515호 (신대방동 보라매아카데미타워)","07071","아카데미약국","20190826155017","U","2019-08-28 02:40:00.0","","193218.36400997     ","443239.581054145    ","동물약국","","","000",""
"3190000","319000001120190008","20191205","","03","폐업","0002","폐업","20210929","","","","","0","","서울특별시 동작구 노량진동 312-23 ","서울특별시 동작구 장승배기로 107 1층 2호 (노량진동)","06936","엄마랑약국","20210929141823","U","2021-10-01 02:40:00.0","","194597.648853401    ","445004.468721521    ","동물약국","","","000","0"
"3190000","319000001120180001","20180814","","03","폐업","0002","폐업","20190716","","","","02-584-0072","","","서울특별시 동작구 사당동 265-31번지 1층 ","서울특별시 동작구 사당로 224 1층 (사당동)","07010","친절한약국","20190716172655","U","2019-07-18 02:40:00.0","","197497.95658138     ","442392.016301688    ","동물약국","","","000",""
"3190000","319000001120210014","20210902","","03","폐업","0002","폐업","20211130","","","","02-6267-7575","","","서울특별시 동작구 노량진동 325 상도신동아리버파크아파트 ","서울특별시 동작구 만양로 19 3층 311 312호 (노량진동 상도신동아리버파크아파트)","06920","정다운약국","20211130134603","U","2021-12-02 02:40:00.0","","195078.236176484    ","445024.485155695    ","동물약국","","","000","0"
"3190000","319000001120190006","20191001","","01","영업/정상","0000","정상","","","","","02-816-3869","","","서울특별시 동작구 상도1동 621번지 ","서울특별시 동작구 양녕로 281 (상도1동)","06919","해뜨는약국","20191001150547","I","2019-10-03 02:22:41.0","","195462.519450625    ","444709.899966634    ","동물약국","","","000",""
"3190000","319000001120190010","20191224","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동작구 사당동 1046-13번지 ","서울특별시 동작구 남부순환로 2059 1층 (사당동)","07024","평화약국","20191224151314","I","2019-12-26 00:23:25.0","","197939.797421748    ","441638.273666659    ","동물약국","","","000",""
"3190000","319000001120190007","20191007","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동작구 노량진동 123-11번지 ","서울특별시 동작구 만양로 86 (노량진동)","06914","찬솔약국","20191014132134","U","2019-10-16 02:40:00.0","","195033.536147878    ","445444.385860643    ","동물약국","","","000",""
"3190000","319000001120200001","20200116","","01","영업/정상","0000","정상","","","","","02-831-4091","","","서울특별시 동작구 신대방동 719번지 동작상떼빌아파트 ","서울특별시 동작구 신대방1가길 38 105동 309호 (신대방동 동작상떼빌아파트)","07072","참사랑약국","20200116131555","I","2020-01-18 00:23:24.0","","191691.678396263    ","442818.113681285    ","동물약국","","","000",""
"3190000","319000001120200002","20200311","","01","영업/정상","0000","정상","","","","","","79.42","","서울특별시 동작구 노량진동 44-11번지 ","서울특별시 동작구 노량진로 124 1층 (노량진동)","06928","설약국","20200316162750","U","2020-03-18 02:40:00.0","","194602.60382397     ","445676.46193133     ","동물약국","","","000",""
"3190000","319000001120220001","20220117","","01","영업/정상","0000","정상","","","","","02-584-5031","","","서울특별시 동작구 사당동 246-8 ","서울특별시 동작구 사당로 194(사당동)","07009","복지약국","20220117144535","I","2022-01-19 00:22:40.0","","197242.921774635    ","442545.103880745    ","동물약국","","","000","0"
"3190000","319000001120180002","20180823","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동작구 노량진동 70-15번지 ","서울특별시 동작구 노량진로 152 박이비인후과 (노량진동)","06922","메디팜엔비약국","20180823104441","I","2018-08-31 23:59:59.0","","194867.280124303    ","445692.196103762    ","동물약국","","","000",""
"3190000","319000001120210015","20211203","","01","영업/정상","0000","정상","","","","","02-6267-7575","0","","서울특별시 동작구 노량진동 325 상도신동아리버파크아파트 ","서울특별시 동작구 만양로 19 311 312호 (노량진동 상도신동아리버파크아파트)","06920","정다운약국","20211208110529","U","2021-12-10 02:40:00.0","","195078.236176484    ","445024.485155695    ","동물약국","","","000","0"
"3190000","319000001120200004","20200723","","01","영업/정상","0000","정상","","","","","02-825-4384","0","","서울특별시 동작구 노량진동 114-5 한주실업 ","서울특별시 동작구 노량진로 162 1층 (노량진동)","06922","김약국","20200723131056","I","2020-07-25 00:23:15.0","","194972.424067985    ","445686.158478401    ","동물약국","","","000",""
"3190000","319000001120210012","20210728","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동작구 흑석동 86-117 ","서울특별시 동작구 서달로 144(흑석동)","06980","우정약국","20210728111850","I","2021-07-30 00:22:51.0","","196513.37838913     ","444892.48258874     ","동물약국","","","000","0"
"3190000","319000001120210011","20210726","","01","영업/정상","0000","정상","","","","","070-4408-8383","","","서울특별시 동작구 상도동 475 평강빌딩 1층 ","서울특별시 동작구 상도로 348 평강빌딩 1층 (상도동)","07040","라파약국","20210726142219","I","2021-07-28 00:22:52.0","","195722.294376993    ","443893.930364205    ","동물약국","","","000","0"
"3190000","319000001120210013","20210825","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동작구 본동 393-1 ","서울특별시 동작구 노량진로 227 1층 (본동)","06902","나은약국","20210825104409","I","2021-08-27 00:22:50.0","","195629.817943981    ","445628.997481953    ","동물약국","","","000","0"
"3190000","319000001120210010","20210722","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동작구 사당동 147-29 이수자이 1층 110호 ","서울특별시 동작구 사당로 300 1층 110호 (사당동 이수자이)","07013","이수자이온누리약국","20210722155631","I","2021-07-24 00:23:01.0","","198202.472533419    ","442471.241038085    ","동물약국","","","000","0"
"3190000","319000001120210006","20210430","","01","영업/정상","0000","정상","","","","","070-4115-8773","","","서울특별시 동작구 상도동 324-1 성대시장 203호 ","서울특별시 동작구 상도로 102 성대시장 203호 (상도동)","07041","삼평약국","20210430141244","I","2021-05-02 00:22:57.0","","193896.384765772    ","444196.484790728    ","동물약국","","","000",""
"3190000","319000001120210007","20210615","","01","영업/정상","0000","정상","","","","","02-599-9270","","","서울특별시 동작구 상도동 475-6 교동빌딩 1층 ","서울특별시 동작구 상도로 356 교동빌딩 1층 (상도동)","07040","상도프라자약국","20210615180343","I","2021-06-17 00:22:54.0","","195758.995658655    ","443840.36192287     ","동물약국","","","000",""
"3190000","319000001120090001","20090302","","01","영업/정상","0000","정상","","","","","535-4674","0","","서울특별시 동작구 사당동 144-11번지 ","서울특별시 동작구 사당로 297 (사당동)","07008","신세계약국","20130429091810","I","2018-08-31 23:59:59.0","","198203.734728525    ","442548.118674801    ","동물약국","","","000",""
"3190000","319000001120130001","20130325","","01","영업/정상","0000","정상","","","","","826-8347","131.8","","서울특별시 동작구 대방동 385-13번지 2층 ","서울특별시 동작구 여의대방로36길 1 2층 (대방동)","06945","고은온누리약국","20130325183955","I","2018-08-31 23:59:59.0","","193067.402960411    ","444674.795759038    ","동물약국","","","000",""
"3190000","319000001120130004","20130610","","01","영업/정상","0000","정상","","","","","825-8175","","","서울특별시 동작구 노량진동 311-46번지 ","서울특별시 동작구 장승배기로 110 (노량진동)","06925","맑은샘약국","20130610091049","I","2018-08-31 23:59:59.0","","194638.501337662    ","445016.917440979    ","동물약국","","","000",""
"3190000","319000001120130005","20130627","","01","영업/정상","0000","정상","","","","","02-595-8804","0","","서울특별시 동작구 사당동 120-1번지 ","서울특별시 동작구 동작대로29길 69 두성프라자 120121호 (사당동)","06999","옵티마 다정약국","20170616145135","I","2018-08-31 23:59:59.0","","197996.381794257    ","442918.664628817    ","동물약국","","","000",""
"3190000","319000001120130006","20130731","","01","영업/정상","0000","정상","","","","","02-814-6220","","","서울특별시 동작구 상도동 170-10번지 ","서울특별시 동작구 상도로 206 (상도동)","06964","세계로약국","20130731162517","I","2018-08-31 23:59:59.0","","194758.904988802    ","444752.454898124    ","동물약국","","","000",""
"3190000","319000001120130007","20130731","","01","영업/정상","0000","정상","","","","","02-821-4416","","","서울특별시 동작구 상도동 248-4번지 ","서울특별시 동작구 성대로 11 (상도동)","06959","성대약국","20130731162817","I","2018-08-31 23:59:59.0","","193970.797739794    ","444199.521259234    ","동물약국","","","000",""
"3190000","319000001120150003","20150727","","01","영업/정상","0000","정상","","","","","02-815-1120","0","","서울특별시 동작구 상도동 170-2번지 ","서울특별시 동작구 상도로 202 (상도동)","06964","건강온누리 약국","20150727101703","I","2018-08-31 23:59:59.0","","194722.170191629    ","444750.397555085    ","동물약국","","","000",""
"3190000","319000001120150004","20150729","","01","영업/정상","0000","정상","","","","","02-816-8766","","","서울특별시 동작구 흑석동 97-2번지 ","서울특별시 동작구 서달로 158 104호 (흑석동)","06979","강약국","20150729092958","I","2018-08-31 23:59:59.0","","196598.04833644     ","445014.002982422    ","동물약국","","","000",""
"3000000","300000001120220003","20220506","","01","영업/정상","0000","정상","","","","","027659997","","","서울특별시 종로구 명륜4가 47 행운약국","서울특별시 종로구 대명길 21-2 행운약국 (명륜4가)","03078","행운약국","20220506142511","I","2021-12-05 00:08:00.0","","199962.604990631","453436.638718613","","","","",""
"3190000","319000001120150005","20150825","","01","영업/정상","0000","정상","","","","","02-822-0443","90.92","","서울특별시 동작구 흑석동 183-42번지 1층 2층 ","서울특별시 동작구 흑석로 103 12층 (흑석동)","06910","신중앙약국","20150825114020","I","2018-08-31 23:59:59.0","","196463.797988977    ","445066.819245821    ","동물약국","","","000",""
"3190000","319000001120130011","20131001","","01","영업/정상","0000","정상","","","","","02-3474-4170","","","서울특별시 동작구 사당동 265-59번지 ","서울특별시 동작구 사당로 230-1 1층 (사당동)","07010","사당프라자 약국","20131001182748","I","2018-08-31 23:59:59.0","","197563.820569034    ","442345.107539772    ","동물약국","","","000",""
