"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3100000","310000004820180048","20180724","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-937-9724","0","","서울특별시 노원구 상계동 ****-* 유성상가","서울특별시 노원구 동일로 **** (상계동)","01630","수락동물병원","20220428181109","D","2021-10-30 23:03:00.0","","204868.610894882","463402.191962795","","","","",""
"3100000","310000004920180049","20180724","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-978-4775","0","","서울특별시 노원구 중계동 ***-* 건영옴니백화점","서울특별시 노원구 섬밭로 *** 건영옴니백화점 *층 (중계동)","01779","웰리스동물병원","20220428181109","D","2021-10-30 23:03:00.0","","205645.891969072","459609.012509743","","","","",""
"3100000","310000004920180047","20180724","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-937-9724","0","","서울특별시 노원구 상계동 ****-* 유성상가","서울특별시 노원구 동일로 **** (상계동)","01630","수락동물병원","20220428181108","D","2021-10-30 23:03:00.0","","204868.610894882","463402.191962795","","","","",""
"3100000","310000004920180046","20180724","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-930-7975","0","","서울특별시 노원구 상계동 **** 하이베라스","서울특별시 노원구 동일로 **** ***호 (상계동 하이베라스)","01604","수동물병원","20220428181108","D","2021-10-30 23:03:00.0","","204772.367380466","464080.593904719","","","","",""
"3100000","310000004920180045","20180723","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-952-8275","0","","서울특별시 노원구 상계동 ***-** 섬기는교회","서울특별시 노원구 노원로**길 ** (상계동)","01679","한강동물병원","20220428181108","D","2021-10-30 23:03:00.0","","205760.070207788","462233.044847674","","","","",""
"3100000","310000004920180044","20180723","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-952-0089","0","","서울특별시 노원구 상계동 ***-* 다모아빌딩","서울특별시 노원구 동일로 **** 다모아빌딩 ***호 (상계동)","01674","참동물병원","20220428181108","D","2021-10-30 23:03:00.0","","205053.302838704","462521.779042418","","","","",""
"3100000","310000004920180043","20180723","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-939-6898","0","","서울특별시 노원구 상계동 ***-***","서울특별시 노원구 한글비석로**길 ** (상계동)","01655","이앤박동물병원","20220428181108","D","2021-10-30 23:03:00.0","","205800.261113697","462547.285404467","","","","",""
"3100000","310000004920180039","20180720","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-949-7582","0","","서울특별시 노원구 공릉동 **-* 해중빌딩","서울특별시 노원구 노원로*길 * ***호 (공릉동 해중빌딩)","01827","키움동물병원","20220428181108","D","2021-10-30 23:03:00.0","","207557.422364404","457764.277978417","","","","",""
"3100000","310000004920180042","20180720","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-951-7707","0","","서울특별시 노원구 중계동 *** 롯데마트","서울특별시 노원구 노원로 *** 롯데마트 지층 (중계동)","01746","펫가든","20220428181108","D","2021-10-30 23:03:00.0","","206204.445134058","460466.440748874","","","","",""
"3100000","310000004920180032","20180720","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-931-1575","0","","서울특별시 노원구 중계동 ***","서울특별시 노원구 한글비석로 *** *층 (중계동)","01699","은마로동물병원","20220428181107","D","2021-10-30 23:03:00.0","","206497.962219111","461727.708814395","","","","",""
"3100000","310000004920180041","20180720","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-932-7582","0","","서울특별시 노원구 상계동 **-*","서울특별시 노원구 덕릉로 ***-* (상계동)","01646","당고개동물병원","20220428181108","D","2021-10-30 23:03:00.0","","207016.88071643","462957.469937428","","","","",""
"3100000","310000004920180037","20180720","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-979-8575","0","","서울특별시 노원구 공릉동 ***-** 메인동물메디컬센터","서울특별시 노원구 동일로 ****-* 메인동물메디컬센터 (공릉동)","01858","메인동물메디컬센터","20220428181108","D","2021-10-30 23:03:00.0","","206456.606151175","457709.775443877","","","","",""
"3100000","310000004920180036","20180720","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-3391-0075","0","","서울특별시 노원구 상계동 **-*** 정진***빌딩","서울특별시 노원구 덕릉로 *** *층 *호 (상계동)","01648","고려동물병원","20220428181107","D","2021-10-30 23:03:00.0","","206658.435431048","462339.351621762","","","","",""
"3100000","310000004920180035","20180720","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-936-0907","0","","서울특별시 노원구 상계동 ***-* 상계주공아파트 *단지상가","서울특별시 노원구 노원로 *** 상계주공아파트 *단지상가 ***호 (상계동)","01676","그린동물병원","20220428181107","D","2021-10-30 23:03:00.0","","205171.346412417","462120.50819001","","","","",""
"3100000","310000004920180033","20180720","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-6224-3858","0","","서울특별시 노원구 중계동 *** 브라운스톤중계","서울특별시 노원구 동일로***가길 ** ***호 (중계동 브라운스톤중계)","01779","브라운동물병원","20220428181107","D","2021-10-30 23:03:00.0","","205601.926027171","459732.128595514","","","","",""
"3100000","310000004820180038","20180720","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-979-8575","0","","서울특별시 노원구 공릉동 ***-** 메인동물메디컬센터","서울특별시 노원구 동일로 ****-* 메인동물메디컬센터 (공릉동)","01858","메인동물메디컬센터","20220428181108","D","2021-10-30 23:03:00.0","","206456.606151175","457709.775443877","","","","",""
"3100000","310000004920180034","20180720","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-971-7511","0","","서울특별시 노원구 공릉동 ***-***","서울특별시 노원구 동일로***길 ** *층 (공릉동)","01833","스누피동물병원","20220428181107","D","2021-10-30 23:03:00.0","","206777.482930833","458375.201956698","","","","",""
"3100000","310000004920180031","20180719","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-979-8275","0","","서울특별시 노원구 중계동 *** 중계무지개아파트*단지상가유치원","서울특별시 노원구 동일로 **** 중계무지개아파트*단지상가 ******호 (중계동)","01782","우리들동물종합병원","20220428181107","D","2021-10-30 23:03:00.0","","205805.621561106","460041.339536101","","","","",""
"3100000","310000004820180028","20180719","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-976-7582","0","","서울특별시 노원구 공릉동 ***-** 씨엔티빌딩","서울특별시 노원구 동일로 **** 씨엔티빌딩 *층 (공릉동)","01857","스마일플러스동물병원","20220428181107","D","2021-10-30 23:03:00.0","","206395.394853046","457941.874981645","","","","",""
"3100000","310000004920180029","20180719","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-976-7582","0","","서울특별시 노원구 공릉동 ***-** 씨엔티빌딩","서울특별시 노원구 동일로 **** 씨엔티빌딩 *층 (공릉동)","01857","스마일플러스동물병원","20220428181107","D","2021-10-30 23:03:00.0","","206395.394853046","457941.874981645","","","","",""
"3050000","305000003720180043","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-2214-6129","0","","서울특별시 동대문구 답십리동 **-*번지","서울특별시 동대문구 전농로 **-* (답십리동)","02606","그랜드 동물병원","20180906172809","U","2021-12-04 22:07:00.0","","205022.084291316","452264.805106436","","","","",""
"3050000","305000003720180044","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-2244-1081","0","","서울특별시 동대문구 전농동 **-**번지","서울특별시 동대문구 사가정로 *** (전농동)","02507","주주 동물병원","20180906173215","U","2021-12-04 22:07:00.0","","205096.03189952","452842.927086522","","","","",""
"3050000","305000003720180045","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-2244-1081","0","","서울특별시 동대문구 전농동 **-**번지","서울특별시 동대문구 사가정로 *** (전농동)","02507","주주 동물병원","20180906173423","U","2021-12-04 22:07:00.0","","205096.03189952","452842.927086522","","","","",""
"3100000","310000004920180030","20180719","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-908-7585","0","","서울특별시 노원구 상계동 ***-* 상계주공*단지아파트","서울특별시 노원구 동일로 **** ***동 ***호 (상계동 상계주공*단지아파트)","01756","시마동물병원","20220428181107","D","2021-10-30 23:03:00.0","","205421.148836089","460856.264207739","","","","",""
"3160000","316000004920180008","20180719","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 구로구 개봉동 ***-***","서울특별시 구로구 경인로**길 ** (개봉동)","08233","강아지군대가는날","20220428181038","D","2021-10-30 23:03:00.0","","187075.018936005","444058.968311544","","","","",""
"3100000","310000004820180025","20180716","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-951-7582","0","","서울특별시 노원구 상계동 ***-** 현대프라자빌딩","서울특별시 노원구 동일로 **** (상계동)","01756","한빛종합동물병원","20220428181107","D","2021-10-30 23:03:00.0","","205391.376597539","460951.395278927","","","","",""
"3100000","310000004920180027","20180716","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-930-6080","0","","서울특별시 노원구 상계동 ***-* 벽산아파트","서울특별시 노원구 한글비석로 *** 상가 ***동 ***호 (상계동 벽산아파트)","01663","도그에이드","20220428181107","D","2021-10-30 23:03:00.0","","206356.052509483","462123.008334776","","","","",""
"3100000","310000004920180026","20180716","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-951-7582","0","","서울특별시 노원구 상계동 ***-** 현대프라자빌딩","서울특별시 노원구 동일로 **** (상계동)","01756","한빛종합동물병원","20220428181107","D","2021-10-30 23:03:00.0","","205391.376597539","460951.395278927","","","","",""
"3100000","310000004820180023","20180709","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-977-0275","0","","서울특별시 노원구 공릉동 ***-* 미래치과의원","서울특별시 노원구 동일로 **** (공릉동)","01839","엔젤동물병원","20220428181106","D","2021-10-30 23:03:00.0","","206275.365027124","458463.71179338","","","","",""
"3100000","310000004920180024","20180709","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-938-1122","0","","서울특별시 노원구 중계동 ***-** 중원코아빌딩","서울특별시 노원구 한글비석로 *** 중원코아빌딩 *층 (중계동)","01720","참사랑동물병원","20220428181107","D","2021-10-30 23:03:00.0","","206777.882449354","461042.637067385","","","","",""
"3110000","311000004820180020","20180709","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-357-9111","0","","서울특별시 은평구 응암동 ***-** 응암동하이포룸 ***호","서울특별시 은평구 은평로*길 ** ***호 (응암동 응암동하이포룸)","03454","미니펫","20220428181104","D","2021-10-30 23:03:00.0","","192782.80458622","454959.212129513","","","","",""
"3110000","311000004920180019","20180709","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-357-9111","0","","서울특별시 은평구 응암동 ***-** 응암동하이포룸 ***호","서울특별시 은평구 은평로*길 ** ***호 (응암동 응암동하이포룸)","03454","미니펫","20220428181104","D","2021-10-30 23:03:00.0","","192782.80458622","454959.212129513","","","","",""
"3100000","310000004920180022","20180709","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-977-0275","0","","서울특별시 노원구 공릉동 ***-* 미래치과의원","서울특별시 노원구 동일로 **** (공릉동)","01839","엔젤동물병원","20220428181106","D","2021-10-30 23:03:00.0","","206275.365027124","458463.71179338","","","","",""
"3100000","310000004920180021","20180709","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-973-7588","0","","서울특별시 노원구 월계동 **-** 석계문고","서울특별시 노원구 화랑로 *** (월계동)","01914","우솔동물병원","20220428181106","D","2021-10-30 23:03:00.0","","205815.698893301","457008.271220657","","","","",""
"3100000","310000004820180020","20180702","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-931-5275","0","","서울특별시 노원구 상계동 ***-** 대유빌딩","서울특별시 노원구 상계로*길 * 대유빌딩 ***호 (상계동)","01693","애견카페 개그멍","20220428181106","D","2021-10-30 23:03:00.0","","205382.051974464","461558.83264704","","","","",""
"3100000","310000004720180019","20180702","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-931-5275","0","","서울특별시 노원구 상계동 ***-** 대유빌딩","서울특별시 노원구 상계로*길 * 대유빌딩 ***호 (상계동)","01693","애견카페 개그멍","20220428181106","D","2021-10-30 23:03:00.0","","205382.051974464","461558.83264704","","","","",""
"3110000","311000004920180017","20180627","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 은평구 갈현동 ***-** *층","서울특별시 은평구 서오릉로 *** *층 (갈현동)","03327","hola(올라)","20220428181103","D","2021-10-30 23:03:00.0","","191865.491876147","457046.603633131","","","","",""
"3110000","311000004920180018","20180627","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-385-8275","0","","서울특별시 은평구 진관동 ** 은평뉴타운상림마을 ***동 상가***호","서울특별시 은평구 진관*로 ** ***동 상가 ***호 (진관동 은평뉴타운상림마을)","03302","뉴타운동물병원","20220428181104","D","2021-10-30 23:03:00.0","","193103.427054842","459986.856034813","","","","",""
"3100000","310000004920180018","20180627","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-919-0075","0","","서울특별시 노원구 상계동 ***-* (주)노원**시동물의료센터 *층","서울특별시 노원구 노원로 *** (주)노원**시동물의료센터 *층 (상계동)","01704","노원24시N동물병원","20220428181106","D","2021-10-30 23:03:00.0","","205942.292972604","461202.004092199","","","","",""
"3050000","305000003720180030","20180814","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 동대문구 장안동 ***-*번지","서울특별시 동대문구 장한로**길 ** *층 (장안동)","02642","그루밍살롱 마루네","20180814165239","I","2021-12-04 22:07:00.0","","206247.047112107","451427.413843887","","","","",""
"3050000","305000003720180031","20180814","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 동대문구 장안동 ***-*번지","서울특별시 동대문구 장한로**길 ** *층 (장안동)","02642","그루밍살롱 마루네","20180814170231","I","2021-12-04 22:07:00.0","","206247.047112107","451427.413843887","","","","",""
"3050000","305000003720180027","20180803","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-2242-0175","0","","서울특별시 동대문구 장안동 ***번지","서울특별시 동대문구 한천로 *** (장안동)","02529","스마트 동물병원","20181120171800","U","2021-12-04 22:07:00.0","","205908.898385821","452581.997774717","","","","",""
"3240000","324000005020220008","20220420","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 강동구 강일동 *** 강일리버파크*단지아파트","서울특별시 강동구 아리수로**길 **(강일동 강일리버파크*단지아파트)","05214","pet259주9886","20220428181046","I","2021-12-07 00:02:00.0","","215888.89881600000","451839.09794200000","","","","",""
"3110000","311000004920180016","20180627","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-354-4110","0","","서울특별시 은평구 녹번동 ***-*** 남영빌딩","서울특별시 은평구 통일로 *** 남영빌딩 *층 (녹번동)","03375","녹번동물병원","20220428181103","D","2021-10-30 23:03:00.0","","193903.333435372","456197.927159351","","","","",""
"3110000","311000005020180012","20180618","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 은평구 역촌동 **-** 우방이지빌 ***호","서울특별시 은평구 연서로*길 **-** ***호 (역촌동 우방이지빌)","03420","펫위드미강북지점","20220428181103","D","2021-10-30 23:03:00.0","","192259.43071026","455483.789724843","","","","",""
"3110000","311000004820180015","20180618","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-3152-9075","0","","서울특별시 은평구 응암동 ***-***","서울특별시 은평구 백련산로 ** *층 (응암동)","03470","참좋은동물병원","20220428181103","D","2021-10-30 23:03:00.0","","193081.852188715","453992.56368201","","","","",""
"3110000","311000004920180014","20180618","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-3152-0075","0","","서울특별시 은평구 응암동 ***-***","서울특별시 은평구 백련산로 ** *층 (응암동)","03470","참좋은동물병원","20220428181103","D","2021-10-30 23:03:00.0","","193081.852188715","453992.56368201","","","","",""
"3110000","311000004920180013","20180618","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-2097-2663","0","","서울특별시 은평구 진관동 ** 롯데몰 은평점","서울특별시 은평구 통일로 **** 롯데몰 은평점 *층 (진관동)","03306","마이뷰티독","20220428181103","D","2021-10-30 23:03:00.0","","192798.659161134","459646.827222065","","","","",""
"3100000","310000004920180017","20180611","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-938-0166","0","","서울특별시 노원구 상계동 ***-*** 대동속셈학원","서울특별시 노원구 한글비석로 *** *층 (상계동)","01682","똥강아지","20220428181106","D","2021-10-30 23:03:00.0","","206202.140564451","462061.564495654","","","","",""
"3110000","311000004820180011","20180531","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-6032-2588","0","","서울특별시 은평구 응암동 ***-** *층","서울특별시 은평구 응암로**길 ** *층 (응암동)","03466","멍멍냐옹","20220428181103","D","2021-10-30 23:03:00.0","","193011.026498811","454575.919199341","","","","",""
"3110000","311000004920180010","20180531","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 은평구 응암동 ***-** *층","서울특별시 은평구 응암로**길 ** *층 (응암동)","03466","멍멍냐옹","20220428181103","D","2021-10-30 23:03:00.0","","193011.026498811","454575.919199341","","","","",""
"3100000","310000004920180016","20180528","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-935-0075","0","","서울특별시 노원구 중계동 *** 대림벽산상가 ***호","서울특별시 노원구 한글비석로*길 ** ***호 (중계동 대림벽산아파트)","01738","25시동물병원","20220428181106","D","2021-10-30 23:03:00.0","","206806.702906557","460547.668077993","","","","",""
"3110000","311000005020180009","20180528","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 은평구 진관동 ** 은평뉴타운상림마을 ***동 ***호","서울특별시 은평구 진관*로 ** ***동 ***호 (진관동 은평뉴타운상림마을)","03302","이주헌","20220428181103","D","2021-10-30 23:03:00.0","","193304.926585972","460316.757008927","","","","",""
"3100000","310000004920180015","20180525","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-939-7579","0","","서울특별시 노원구 중계동 ***-* 두타빌 A***호","서울특별시 노원구 한글비석로 *** 두타빌 A***호 (중계동)","01743","중계이오동물병원","20220428181106","D","2021-10-30 23:03:00.0","","206670.816544196","460805.152066849","","","","",""
"3100000","310000004820180013","20180517","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-2092-1255","0","","서울특별시 노원구 월계동 ***-* 월계이마트","서울특별시 노원구 마들로*길 ** 월계이마트 *층 (월계동)","01906","이마트월계점 몰리스펫샵","20220428181106","D","2021-10-30 23:03:00.0","","205391.070378059","458333.989216339","","","","",""
"3100000","310000004920180014","20180517","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-2092-1255","0","","서울특별시 노원구 월계동 ***-* 월계이마트","서울특별시 노원구 마들로*길 ** 월계이마트 *층 (월계동)","01906","LWS","20220428181106","D","2021-10-30 23:03:00.0","","205391.070378059","458333.989216339","","","","",""
"3100000","310000004820180012","20180517","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","070-8229-2525","0","","서울특별시 노원구 월계동 ***","서울특별시 노원구 덕릉로**길 *** *층 (월계동)","01871","MOMO","20220428181106","D","2021-10-30 23:03:00.0","","203786.584663472","458928.528858187","","","","",""
"3110000","311000004920180008","20180515","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-387-7582","0","","서울특별시 은평구 응암동 **-*","서울특별시 은평구 은평로 ** (응암동)","03461","24시스마트동물메디컬센터","20220428181103","D","2021-10-30 23:03:00.0","","192700.377628737","455276.729077644","","","","",""
"3050000","305000003720180035","20180830","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-2212-7596","0","","서울특별시 동대문구 장안동 ***-*번지","서울특별시 동대문구 답십리로 *** (장안동)","02523","현대종합펫(현대동물병원)","20180830193200","I","2021-12-04 22:07:00.0","","206384.176300093","452248.684634996","","","","",""
"3050000","305000003720180034","20180814","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-2242-7510","0","","서울특별시 동대문구 답십리동 ***-**번지","서울특별시 동대문구 전농로 **-* (답십리동)","02605","하이유 동물병원","20180814172415","I","2021-12-04 22:07:00.0","","204869.688144425","451594.33252299","","","","",""
"3100000","310000004820180010","20180514","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 노원구 중계동 **-** ***호","서울특별시 노원구 중계로**가길 * ***호 (중계동)","01726","Puppy YA","20220428181106","D","2021-10-30 23:03:00.0","","207176.876653359","460552.495704199","","","","",""
"3100000","310000004920180011","20180514","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 노원구 중계동 **-** ***호","서울특별시 노원구 중계로**가길 * ***호 (중계동)","01726","Puppy YA","20220428181106","D","2021-10-30 23:03:00.0","","207176.876653359","460552.495704199","","","","",""
"3160000","316000005020180004","20180511","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","07046184545","0","","서울특별시 구로구 고척동 **-** 고척프라자","서울특별시 구로구 중앙로 ** 고척프라자 나동 *층 (고척동)","08218","멍살롱","20220428181038","D","2021-10-30 23:03:00.0","","187798.86926511","444629.704821749","","","","",""
"3160000","316000004820180005","20180511","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","07046184545","0","","서울특별시 구로구 고척동 **-** 고척프라자","서울특별시 구로구 중앙로 ** 고척프라자 나동 *층 (고척동)","08218","멍살롱","20220428181038","D","2021-10-30 23:03:00.0","","187798.86926511","444629.704821749","","","","",""
"3160000","316000004920180006","20180511","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","07046184545","0","","서울특별시 구로구 고척동 **-** 고척프라자","서울특별시 구로구 중앙로 ** 고척프라자 나동 *층 (고척동)","08218","멍살롱","20220428181038","D","2021-10-30 23:03:00.0","","187798.86926511","444629.704821749","","","","",""
"3100000","310000004920180009","20180508","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-936-3535","0","","서울특별시 노원구 중계동 ***-** ***호","서울특별시 노원구 덕릉로 *** ***호 (중계동)","01699","강아지사랑","20220428181106","D","2021-10-30 23:03:00.0","","206506.61482326","461601.744397562","","","","",""
"3110000","311000004520180006","20180503","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-388-2533","0","","서울특별시 은평구 진관동 ** 은평뉴타운 구파발 ***동 ***호","서울특별시 은평구 진관*로 ** ***동 ***호 (진관동 은평뉴타운 구파발)","03301","강아지풀","20220428181103","D","2021-10-30 23:03:00.0","","193208.140166","460165.655248","","","","",""
"3110000","311000004920180005","20180503","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-388-2533","0","","서울특별시 은평구 진관동 ** 은평뉴타운 구파발 ***동 ***호","서울특별시 은평구 진관*로 ** ***동 ***호 (진관동 은평뉴타운 구파발)","03301","강아지풀","20220428181103","D","2021-10-30 23:03:00.0","","193208.140166","460165.655248","","","","",""
"3100000","310000004820180008","20180424","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-935-4497","0","","서울특별시 노원구 상계동 ***-* 벽산아파트 ***동 ***호","서울특별시 노원구 한글비석로 *** ***동 ***호 (상계동 벽산아파트)","01663","댕댕이발바닥","20220428181106","D","2021-10-30 23:03:00.0","","206356.052509483","462123.008334776","","","","",""
"3100000","310000004820180007","20180424","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-949-6555","0","","서울특별시 노원구 공릉동 ***-**","서울특별시 노원구 공릉로 *** *층 (공릉동)","01837","핫독","20220428181106","D","2021-10-30 23:03:00.0","","206912.265250584","457815.357473848","","","","",""
"3100000","310000004920180006","20180423","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-935-4497","0","","서울특별시 노원구 상계동 ***-* 벽산아파트 ***동 ***호","서울특별시 노원구 한글비석로 *** ***동 ***호 (상계동 벽산아파트)","01663","댕댕이발바닥","20220428181106","D","2021-10-30 23:03:00.0","","206356.052509483","462123.008334776","","","","",""
"3100000","310000004920180004","20180423","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-973-5315","0","","서울특별시 노원구 하계동 ***-** 삼정 이오니아 ***호","서울특별시 노원구 노원로 *** ***호 (하계동 삼정 이오니아)","01750","오렌지독하우스","20220428181106","D","2021-10-30 23:03:00.0","","206454.795729768","459723.310452499","","","","",""
"3100000","310000004920180005","20180423","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-949-6555","0","","서울특별시 노원구 공릉동 ***-**","서울특별시 노원구 공릉로 *** *층 (공릉동)","01837","핫독","20220428181106","D","2021-10-30 23:03:00.0","","206912.265250584","457815.357473848","","","","",""
"3110000","311000004920180004","20180419","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 은평구 대조동 ***-**","서울특별시 은평구 통일로**길 ** *층 (대조동)","03386","루비펫","20220428181103","D","2021-10-30 23:03:00.0","","192985.345285159","456927.507920024","","","","",""
"3100000","310000004920180003","20180419","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 노원구 상계동 ****-**","서울특별시 노원구 동일로***다길 ** (상계동)","01611","몽이펫","20220428181105","D","2021-10-30 23:03:00.0","","204568.987132912","463526.495902569","","","","",""
"3100000","310000004520180001","20180418","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 노원구 월계동 **-**","서울특별시 노원구 화랑로**길 ** (월계동)","01914","렙타일팜","20220428181105","D","2021-10-30 23:03:00.0","","205738.940174176","457100.481909569","","","","",""
"3100000","310000004920180002","20180418","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-972-6543","0","","서울특별시 노원구 중계동 ***-* 홈플러스","서울특별시 노원구 동일로***가길 ** 홈플러스 (중계동)","01783","러브펫동물병원 중계점","20220428181105","D","2021-10-30 23:03:00.0","","205985.953324881","459730.43776924","","","","",""
"3160000","316000005020180003","20180413","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 구로구 구로동 **** 현대아파트","서울특별시 구로구 디지털로 *** (구로동 현대아파트)","08370","런투독(RUN TO DOG)","20220428181038","D","2021-10-30 23:03:00.0","","190750.211657268","442900.198271949","","","","",""
"3160000","316000004820180002","20180412","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-2066-7977","0","","서울특별시 구로구 고척동 **-**","서울특별시 구로구 중앙로*길 **-** 가동 *층 (고척동)","08223","캣스테이","20220428181038","D","2021-10-30 23:03:00.0","","187916.38750813","444451.621973112","","","","",""
"3160000","316000005020180001","20180403","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","07049065412","0","","서울특별시 구로구 구로동 ***-* 대륭포스트타워*차","서울특별시 구로구 디지털로 *** 대륭포스트타워*차 ***호 (구로동)","08390","하이펫츠","20220428181038","D","2021-10-30 23:03:00.0","","190680.536850936","442392.645303533","","","","",""
"3050000","305000003720180056","20181005","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-2242-6547","0","","서울특별시 동대문구 휘경동 **-***","서울특별시 동대문구 한천로**가길 * *층 (휘경동)","02512","마이티 그루밍(동대문점)","20210824155816","U","2021-12-04 22:07:00.0","","206034.029037379","453340.079362889","","","","",""
