객체id,id,비오톱유형,면적,유형분류,자연성등급,서식지기능,비오톱면적,출현빈도,비오톱위치,출현여부,평가a,평가b,개별평가,평가등급,유형평가
537172,15206,F3,9445.88539,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537171,15204,F3,7435.88065,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537170,16921,G2,651.04138,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537169,16871,G2,4734.70095,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537168,16870,G2,1553.74929,2,3,3,3,3,2,1,3,2,2,2등급,2등급
537167,16868,G2,1605.36674,2,3,3,3,3,3,1,3,3,3,3등급,2등급
537166,16866,G2,2593.6029,2,3,3,3,3,3,1,3,3,3,3등급,2등급
537165,16863,G2,3813.15414,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537164,16861,G2,1402.47641,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537163,16857,G2,5516.84722,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537162,16856,G2,384.50515,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537161,16854,G2,11802.91127,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537160,16850,G2,2592.41836,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537159,16849,G2,943.77936,2,3,1,3,3,2,1,2,2,2,2등급,2등급
537158,16846,G2,3807.05883,2,3,3,3,3,2,1,3,2,2,2등급,2등급
537157,16844,G2,25382.26745,2,3,3,3,3,3,1,3,3,3,3등급,2등급
537156,16842,G2,4704.35268,2,3,3,3,3,2,1,3,2,2,2등급,2등급
537155,16841,G2,1951.83697,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537154,14542,E7,1584.40284,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537153,14540,E6,44853.21874,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537152,14538,E6,5397.37137,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537151,14536,E6,1056.43616,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537150,14533,E6,1994.10171,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537149,14531,E6,61043.6459,2,3,1,2,3,1,1,2,2,2,2등급,2등급
537148,14527,E5,8592.4501,2,3,2,3,3,1,1,3,2,2,2등급,1등급
537147,14525,E5,30020.45221,2,2,2,3,3,2,1,2,2,2,2등급,1등급
537146,15707,F6,19244.49234,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
537145,15705,F6,5432.05953,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
537144,15699,F6,98423.36359,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
537143,15698,F6,11079.58791,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
537142,15696,F6,25668.35453,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
537141,15693,F6,105114.7861,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
537140,15692,F6,1937.50057,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
537139,15201,F3,22775.8766,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537138,15199,F3,4429.2959,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537137,15198,F3,10889.05633,2,3,3,3,3,2,1,3,2,2,2등급,2등급
537136,15196,F3,13642.2591,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537135,15195,F3,582.00227,2,3,3,3,3,3,1,3,3,3,3등급,2등급
537134,15194,F3,4826.54143,2,3,3,3,3,3,1,3,3,3,3등급,2등급
537133,15191,F3,345.49956,2,3,3,3,3,3,1,3,3,3,3등급,2등급
537132,15190,F3,1906.50068,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537131,15189,F3,19141.19238,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537130,15188,F3,9846.58534,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537129,15184,F3,347.34865,2,3,3,3,3,2,1,3,2,2,2등급,2등급
537128,15183,F3,933.42409,2,3,1,3,3,2,1,2,2,2,2등급,2등급
537127,15182,F3,108.94182,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537126,15180,F3,7035.73263,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537125,15178,F3,4703.54847,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537124,15176,F3,534.1795,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537123,15175,F3,32981.74499,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537122,15172,F3,42028.00198,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537121,15169,F3,55397.11646,2,3,2,2,3,2,1,3,2,2,2등급,2등급
537120,15168,F3,797.91431,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537119,15165,F3,1169.97752,2,3,3,3,3,3,1,3,3,3,3등급,2등급
537118,15163,F3,14558.03299,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537117,15161,F3,123330.64407,2,3,3,2,3,2,1,3,2,2,2등급,2등급
537116,15159,F3,988.6265,2,3,3,3,3,3,1,3,3,3,3등급,2등급
537115,15157,F3,231.62145,2,3,3,3,3,3,1,3,3,3,3등급,2등급
537114,15156,F3,14020.50213,2,3,3,3,3,2,1,3,2,2,2등급,2등급
537113,15155,F3,256.93123,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537112,15153,F3,19447.38133,2,3,3,3,3,2,1,3,2,2,2등급,2등급
537111,15151,F3,50711.99548,2,1,2,2,3,2,1,1,2,1,1등급,2등급
537110,15149,F3,26194.21822,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537109,14750,F1,890134.90502,3,0,0,0,0,0,0,0,0,21,하천,3등급
537108,14747,F1,1048854.4961,3,0,0,0,0,0,0,0,0,21,하천,3등급
537107,14745,F1,1085161.1893,3,0,0,0,0,0,0,0,0,21,하천,3등급
537106,12827,E1,7756.68849,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537105,12825,E1,3811.73736,2,3,1,3,3,2,1,2,2,2,2등급,2등급
537104,12823,E1,4154.90488,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537103,12821,E1,1954.00167,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537102,12819,E1,3503.36794,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537101,12818,E1,2186.01581,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537100,12816,E1,798.94564,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537099,12815,E1,5055.02375,2,3,1,3,3,1,1,2,2,2,2등급,2등급
537098,12813,E1,1908.37997,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537097,12811,E1,8083.83626,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537096,12810,E1,2636.50068,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537095,12808,E1,2841.34333,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537094,12807,E1,1632.00372,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537093,12803,E1,1385.27809,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537092,12801,E1,15026.87741,2,3,1,3,3,3,1,2,3,2,2등급,2등급
537091,12799,E1,2997.19587,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537090,12798,E1,4780.33265,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537089,12795,E1,3223.83719,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537088,12793,E1,887.05229,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537087,12791,E1,4709.2785,2,3,1,3,3,1,1,2,2,2,2등급,2등급
537086,12789,E1,1500.63703,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537085,12787,E1,9912.40378,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537084,12784,E1,4583.76789,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537083,12782,E1,11681.26324,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537082,12780,E1,2258.80523,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537081,12778,E1,2729.01467,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537080,12775,E1,211.10509,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537079,12772,E1,2714.50001,2,3,1,3,3,2,1,2,2,2,2등급,2등급
537078,12769,E1,6140.10682,2,3,1,3,3,1,1,2,2,2,2등급,2등급
537077,12767,E1,5489.22512,2,3,1,3,3,1,1,2,2,2,2등급,2등급
537076,12764,E1,1312.14731,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537075,14980,F1,41293.02352,3,0,0,0,0,0,0,0,0,21,하천,3등급
537074,14978,F1,2924.74588,3,0,0,0,0,0,0,0,0,21,하천,3등급
537073,14976,F1,22728.48388,3,0,0,0,0,0,0,0,0,21,하천,3등급
537072,14973,F1,13918.84189,3,0,0,0,0,0,0,0,0,21,하천,3등급
537071,14972,F1,7174.6945,3,0,0,0,0,0,0,0,0,21,하천,3등급
537070,14971,F1,2568.98714,3,0,0,0,0,0,0,0,0,21,하천,3등급
537069,14968,F1,6296.59132,3,0,0,0,0,0,0,0,0,21,하천,3등급
537068,14967,F1,22684.39683,3,0,0,0,0,0,0,0,0,21,하천,3등급
537067,13661,E2,15055.22318,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537066,14330,E3,9938.5598,2,3,2,3,1,1,1,3,1,2,2등급,2등급
537065,14328,E3,1562.37458,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537064,14326,E3,2014.83502,2,3,3,3,3,2,1,3,2,2,2등급,2등급
537063,14324,E3,3737.0012,2,3,3,3,3,2,1,3,2,2,2등급,2등급
537062,14321,E3,7925.53679,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537061,14320,E3,25668.37221,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537060,13854,E2,13504.05089,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537059,13852,E2,12298.69783,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537058,13850,E2,270804.6168,2,3,2,2,3,1,1,3,2,2,2등급,2등급
537057,13848,E2,17102.74154,2,1,3,3,3,1,1,1,2,1,1등급,2등급
537056,13845,E2,37395.44123,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537055,13843,E2,20138.71433,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537054,13842,E2,10068.7011,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537053,13838,E2,11881.88718,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537052,13836,E2,16203.5708,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537051,13835,E2,13620.35097,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537050,13832,E2,13143.39974,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537049,13828,E2,16483.81118,2,3,3,3,3,2,1,3,2,2,2등급,2등급
537048,13827,E2,30239.05416,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537047,13823,E2,11024.58387,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537046,13821,E2,12249.58578,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537045,13818,E2,10525.89901,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537044,13816,E2,10638.21368,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537043,13815,E2,11721.63157,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537042,13809,E2,54332.3142,2,3,2,2,3,1,1,3,2,2,2등급,2등급
537041,13808,E2,29582.49935,2,3,1,3,3,2,1,2,2,2,2등급,2등급
537040,13806,E2,10033.58726,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537039,13805,E2,45678.74361,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537038,13802,E2,14269.9226,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537037,13801,E2,25499.742,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537036,13800,E2,48957.68632,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537035,13795,E2,10796.70108,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537034,14524,E5,5636.49244,2,3,2,3,1,1,1,3,1,2,2등급,1등급
537033,14523,E5,808.2915,2,3,3,3,1,1,1,3,1,2,2등급,1등급
537032,14518,E3,5828.46213,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537031,14516,E3,1072.90799,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537030,14515,E3,832.5656,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537029,14514,E3,762.51959,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537028,14512,E3,1552.57488,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537027,14509,E3,1878.1966,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537026,14507,E3,2707.95116,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537025,14505,E3,2631.38474,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537024,14503,E3,6391.03882,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537023,14501,E3,1897.07827,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537022,14498,E3,3441.68372,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537021,14496,E3,3750.4563,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537020,14493,E3,6902.89754,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537019,14492,E3,683.0873,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537018,14490,E3,1267.33052,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537017,14488,E3,2189.81706,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537016,14486,E3,1460.18806,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537015,14484,E3,745.55581,2,3,3,3,3,1,1,3,2,2,2등급,2등급
537014,13904,E2,11207.68499,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537013,13903,E2,12982.23788,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537012,13902,E2,27883.11526,2,3,2,3,2,3,1,3,2,2,2등급,2등급
537011,13900,E2,23937.47893,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537010,13899,E2,22021.3029,2,3,1,3,2,1,1,2,1,1,1등급,2등급
537009,13897,E2,42075.96634,2,3,2,3,3,1,1,3,2,2,2등급,2등급
537008,13894,E2,20215.81501,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537007,13892,E2,214839.36484,2,3,2,2,3,2,1,3,2,2,2등급,2등급
537006,13784,E2,42838.50181,2,3,2,3,3,2,1,3,2,2,2등급,2등급
537005,13782,E2,10367.86699,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537004,13779,E2,46413.15011,2,3,3,3,3,3,1,3,3,3,3등급,2등급
537003,13778,E2,13212.59183,2,3,2,3,3,3,1,3,3,3,3등급,2등급
537002,13776,E2,161919.43487,2,3,2,2,3,1,1,3,2,2,2등급,2등급
537001,14744,F1,55337.38483,3,0,0,0,0,0,0,0,0,21,하천,3등급
537000,14742,F1,56780.8045,3,0,0,0,0,0,0,0,0,21,하천,3등급
536999,14740,F1,1335906.4605,3,0,0,0,0,0,0,0,0,21,하천,3등급
536998,14739,F1,830882.7646,3,0,0,0,0,0,0,0,0,21,하천,3등급
536997,14736,F1,696481.58827,3,0,0,0,0,0,0,0,0,21,하천,3등급
536996,14734,F1,1151100.6464,3,0,0,0,0,0,0,0,0,21,하천,3등급
536995,14732,F1,13872.86904,3,0,0,0,0,0,0,0,0,21,하천,3등급
536994,14727,F1,762031.19733,3,0,0,0,0,0,0,0,0,21,하천,3등급
536993,14508,E3,1290.90565,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536992,14482,E3,673.70414,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536991,14479,E3,1273.24977,2,3,2,3,3,2,1,3,2,2,2등급,2등급
536990,14476,E3,1573.62158,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536989,14473,E3,2313.23334,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536988,14470,E3,2488.68852,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536987,14469,E3,437.32775,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536986,14464,E3,3049.24513,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536985,14463,E3,1184.6337,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536984,14459,E3,374.03195,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536983,14455,E3,2644.25517,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536982,14454,E3,242605.60637,2,3,2,2,3,1,1,3,2,2,2등급,2등급
536981,14312,E3,2630.50637,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536980,14310,E3,363.69966,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536979,14307,E3,44392.67902,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536978,14304,E3,49289.27593,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536977,14303,E3,6352.47591,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536976,14302,E3,1388.72445,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536975,14300,E3,1291.48701,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536974,14298,E3,1795.06198,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536973,14295,E3,1353.21925,2,3,3,3,1,2,1,3,1,2,2등급,2등급
536972,14292,E3,1657.93979,2,3,3,3,3,3,1,3,3,3,3등급,2등급
536971,14289,E3,2504.4439,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536970,14286,E3,2900.22511,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536969,14965,F1,36983.46155,3,0,0,0,0,0,0,0,0,21,하천,3등급
536968,14491,E3,861.79974,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536967,14489,E3,1069.37886,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536966,14487,E3,691.21974,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536965,14485,E3,488.09877,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536964,14483,E3,688.45899,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536963,14481,E3,452.3373,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536962,14480,E3,424.20472,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536961,14478,E3,452.00697,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536960,14477,E3,1640.45126,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536959,14475,E3,346.5235,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536958,14474,E3,1314.41067,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536957,14472,E3,979.15769,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536956,14471,E3,986.92155,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536955,14467,E3,452.41558,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536954,14466,E3,295.72584,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536953,14465,E3,374.50015,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536952,14462,E3,305.4431,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536951,14461,E3,665.17617,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536950,14460,E3,604.44498,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536949,14458,E3,1913.58529,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536948,14457,E3,475.50142,2,3,3,3,3,3,1,3,3,3,3등급,2등급
536947,14456,E3,812.57277,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536946,14453,E3,1015.06691,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536945,14452,E3,1636.64748,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536944,14450,E3,471.13897,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536943,14448,E3,723.20133,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536942,14447,E3,152.97978,2,3,3,3,3,3,1,3,3,3,3등급,2등급
536941,14269,E3,955.81952,2,3,3,3,1,2,1,3,1,2,2등급,2등급
536940,14267,E3,4199.13724,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536939,14446,E3,2308.375,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536938,14445,E3,1089.18772,2,3,3,3,3,3,1,3,3,3,3등급,2등급
536937,14442,E3,882.0307,2,3,3,3,3,3,1,3,3,3,3등급,2등급
536936,14440,E3,2266.14594,2,3,3,3,3,2,1,3,2,2,2등급,2등급
536935,14438,E3,2717.61637,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536934,14437,E3,529.13916,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536933,14301,E3,1431.86684,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536932,14299,E3,2881.3624,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536931,14297,E3,672.68445,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536930,14296,E3,679.62765,2,3,3,3,1,1,1,3,1,2,2등급,2등급
536929,14294,E3,763.81131,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536928,14293,E3,755.70771,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536927,14291,E3,1053.14019,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536926,14290,E3,587.40295,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536925,14288,E3,1706.10355,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536924,14287,E3,545.33442,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536923,14284,E3,4435.68532,2,3,2,3,1,3,1,3,1,2,2등급,2등급
536922,14283,E3,754.78793,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536921,14282,E3,1147.10806,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536920,14279,E3,1224.67565,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536919,14278,E3,502.22355,2,3,3,3,3,2,1,3,2,2,2등급,2등급
536918,14276,E3,2483.79108,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536917,14273,E3,3205.59311,2,3,1,3,1,1,1,2,1,1,1등급,2등급
536916,14271,E3,27498.33579,2,3,2,3,1,1,1,3,1,2,2등급,2등급
536915,13658,E2,21842.90744,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536914,13657,E2,28558.18201,2,3,2,3,2,1,1,3,1,2,2등급,2등급
536913,13654,E2,26264.03575,2,1,1,3,3,1,1,1,2,1,1등급,2등급
536912,13653,E2,28748.17928,2,3,2,3,3,2,1,3,2,2,2등급,2등급
536911,13652,E2,19264.87884,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536910,13113,E1,2458.39074,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536909,13055,E1,5011.9217,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536908,13053,E1,2422.06245,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536907,13049,E1,5627.5299,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536906,13047,E1,7686.09732,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536905,13045,E1,1284.97131,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536904,13042,E1,4113.44243,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536903,13040,E1,9889.33779,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536902,13038,E1,17886.96313,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536901,13035,E1,1291.10558,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536900,13032,E1,2533.14545,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536899,13030,E1,2459.33744,2,2,2,3,3,1,2,2,2,2,2등급,2등급
536898,13028,E1,2609.95152,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536897,13027,E1,9241.52493,2,3,2,3,3,2,1,3,2,2,2등급,2등급
536896,13025,E1,831.23959,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536895,13022,E1,2594.97984,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536894,13018,E1,3504.55117,2,3,1,3,3,1,1,2,2,2,2등급,2등급
536893,16910,G2,1314.99991,2,3,3,3,3,3,1,3,3,3,3등급,2등급
536892,13017,E1,640.34241,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536891,13015,E1,1719.29007,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536890,13112,E1,1284.45691,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536889,13109,E1,3259.90787,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536888,13107,E1,3997.01154,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536887,13105,E1,188.18273,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536886,13104,E1,804.47974,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536885,13102,E1,1412.31052,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536884,13101,E1,5464.09986,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536883,13099,E1,378.4385,2,3,3,3,3,3,1,3,3,3,3등급,2등급
536882,13097,E1,810.85496,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536881,13096,E1,2142.9461,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536880,13095,E1,936.49337,2,3,3,3,3,3,1,3,3,3,3등급,2등급
536879,13092,E1,1657.96835,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536878,13091,E1,874.63274,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536877,16912,G2,1536.74103,2,3,3,3,3,1,1,3,2,2,2등급,2등급
536876,13774,E2,12418.02645,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536875,13772,E2,55923.79536,2,3,3,2,3,3,1,3,3,3,3등급,2등급
536874,13770,E2,193368.14841,2,3,2,2,3,2,1,3,2,2,2등급,2등급
536873,13769,E2,46892.29471,2,3,3,3,3,3,1,3,3,3,3등급,2등급
536872,13766,E2,11075.00216,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536871,13764,E2,15522.49306,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536870,13763,E2,38962.80842,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536869,13761,E2,12807.99874,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536868,13759,E2,22868.37128,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536867,13757,E2,30618.47387,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536866,13756,E2,18051.4921,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536865,13754,E2,17665.21505,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536864,13752,E2,18198.11358,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536863,13749,E2,30837.67971,2,3,3,3,3,3,1,3,3,3,3등급,2등급
536862,13748,E2,18054.9937,2,3,2,3,3,2,1,3,2,2,2등급,2등급
536861,13746,E2,10476.03824,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536860,13744,E2,19867.41463,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536859,13743,E2,43501.70979,2,3,2,3,3,2,1,3,2,2,2등급,2등급
536858,13741,E2,12262.95278,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536857,13738,E2,49197.13085,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536856,13737,E2,23698.11267,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536855,13219,E1,557.62059,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536854,13216,E1,1867.22264,2,3,2,3,3,3,1,3,3,3,3등급,2등급
536853,13615,E2,10404.79468,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536852,13066,E1,12827.83687,2,3,1,3,3,1,1,2,2,2,2등급,2등급
536851,13064,E1,551.50126,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536850,13063,E1,1173.98776,2,3,2,3,3,2,1,3,2,2,2등급,2등급
536849,13061,E1,1725.31801,2,3,2,3,3,1,1,3,2,2,2등급,2등급
536848,13059,E1,606.42177,2,3,2,3,3,2,1,3,2,2,2등급,2등급
