,contetnt,date,place,tags
30,"['가족이', '된다는건', '행복을', '배려하는', '것이라', '생각합니다', '여러분은', '반려견의', '행복을', '위해', '어떤', '걸', '실천하고', '계신가요', '반려가족이', '된', '후', '여러분의', '삶은', '어떻게', '변하셨나요', '전', '운동량이', '많아지고', '자연과', '조금', '더', '친해졌어요', '매일하는', '산책', '휴일이면', '마음껏', '뛰어놀', '수', '있는', '곳으로', '여행다니기', '일상이', '되어버렸네요', '강아지', '반려인소통', '반려견', '반려견교육', '강아지교육', '멍멍이', '개린이', '개춘기', '개집사', '강아지임보', '강아지여행', '애견동반여행', '애견동반식당', '반려견놀이터', '멍팔맞팔', '강아지동반', '반려견일상', '반려견동반여행', '반려견동반', '강아지캠핑', '반려견캠핑', '애견캠핑', '산책', '산책모임', '산책교육', '아기랑강아지', '시고르자브종', '애개육아', '견청']",2022-10-31,,"['강아지', '반려인소통', '반려견', '반려견교육', '강아지교육', '멍멍이', '개린이', '개춘기', '개집사', '강아지임보', '강아지여행', '애견동반여행', '애견동반식당', '반려견놀이터', '멍팔맞팔', '강아지동반', '반려견일상', '반려견동반여행', '반려견동반', '강아지캠핑', '반려견캠핑', '애견캠핑', '산책', '산책모임', '산책교육', '아기랑강아지', '시고르자브종', '애개육아', '견청']"
31,"['스마일댕', '애견', '유치원', '첫', '등록시', '예쁜', '산책', '가방을', '증정', '해드립니다', '스마일댕의', '마스코트', '캐릭터가', '들어가', '있는', '실용성', '있는', '산책', '가방이에요', '오픈', '전에도', '유치원', '입학', '관련', '상담은', '가능하니까', '프로필', '상단의', '번호', '또는', '카카오채널로', '연락', '주세요', '아이들이', '편안하고', '즐겁게', '지낼', '수', '있도록', '최선을', '다하는', '스마일댕이', '되겠습니다', '정식오픈', '월', '일', '방문', '상담', '등원', '가능', '운영시간', '유치원', '데이케어월', '금', 'AM', 'PM', '미용', '데이케어둘째', '넷째', '토요일', 'AM', 'PM', '주소', '경기', '화성시', '영통로', '번길', '신우프라자', '층', '반려동물관리사', '자격증', '보유', '강아지', '전용', '미끄럼방지장판', '사용', '예약문의', '카카오채널', '스마일댕', '애견유치원', '애견놀이터', '반려견유치원', '반려견놀이터', '강아지유치원', '강아지놀이터', '애견미용', '반려견미용', '강아지미용', '데이케어', '강아지산책가방']",2022-10-31,서천동,"['애견유치원', '애견놀이터', '반려견유치원', '반려견놀이터', '강아지유치원', '강아지놀이터', '애견미용', '반려견미용', '강아지미용', '데이케어', '강아지산책가방']"
32,"['리그램', 'fallinpole', 'chuu', '후추어멈', '여기', '지짜', '너무', '조타', '오로지', '우리만', '자유롭게', '놀', '수있는', '곳', '반상회', '하는', '아즘마', '셋과데면데면', '댕댕이', '둘과열혈포토그래풔', '한', '분', '너와나', '경남양산', 'p', 'p', 'p', 'yangsan', '반려견놀이터', '프라이빗피크닉', '오리가부러웠던날', '너무좋아하네', '또오자여기']",2022-10-31,P.P.P,"['리그램', '후추어멈', '너와나', '경남양산', '반려견놀이터', '프라이빗피크닉', '오리가부러웠던날', '너무좋아하네', '또오자여기']"
33,"['그루밍', '해야하는', '칭칭이와', '아직', '시작도', '안했지만', '끝나길', '기다리는', '몽이', '리브독', 'leavedog', '반려견호텔', '반려견유치원', '반려견놀이터', '애견호텔', '애견유치원', '애견놀이터', '칭칭', '푸들', '몽이', '비숑프리제']",2022-10-31,,"['리브독', 'leavedog', '반려견호텔', '반려견유치원', '반려견놀이터', '애견호텔', '애견유치원', '애견놀이터', '칭칭', '푸들', '몽이', '비숑프리제']"
34,"['케이펫페어', '일산', '초대권', '증정', '이벤트', 'OFF', 'LEASH', 'x', 'K', 'PET', 'FAIR오프리쉬', '독파크와', '케이펫페어가', '함께하는', '초대권', '증정', '이벤트', '멍집사', '냥집사라면', '누구나', '기다리고', '있었을', '케이펫페어', '이벤트', '기간', '동안', '오프리쉬', '독파크를', '이용하신', '분들께', '만원', '상당의', '케이펫페어', '일산', '초대권을', '드립니다', '증정', '수량', '및', '기간', '총', '매', '일일', '선착순', '매', '인', '매', '한정', '화', '토', '일간', '늦은', '시간', '방문', '예정이시라면', '방문', '전', '잔여', '수량을', '유선으로', '문의', '부탁드립니다', '참여', '방법', 'off', 'leash', 'dogpark', '계정', '팔로우', '게시글', '좋아요', '오프리쉬', '독파크', '이용오프리쉬', '독파크에서', '출석체크', '이벤트도', '하고', '케이펫페어', '초대권도', '받아가개', '답답한', '입마개와', '목줄은', '벗어두고', '오늘', '하루', '신나개', 'OFF', 'LEASH', '하세요']",2022-10-31,오프리쉬 독파크,[]
35,"['간만에', '월공', '모래로', '세수한', '건', '비밀']",2022-10-31,월드컵공원 반려견 놀이터,[]
36,"['뛰어놀기', '시작한', '뽀숑이와', '몸풀고있는', '뚠뚜', '조이풀독', 'JOYFULDOG', '애견', '멍스타그램', '댕스타그램', '멍팔', '댕팔', '멍팔환영', '멍팔맞팔', '애견유치원', '반려견유치원', '정릉애견유치원', '성북구애견호텔', '성북구반려견유치원', '강북애견유치원', '반려견호텔', '애견놀이터', '반려견놀이터', '애견동반놀이터', '애견훈련', '길음동', '길음동핫플', '정릉', '정릉핫플', '길음뉴타운', '견스타그램', '일상']",2022-10-31,,"['조이풀독', 'JOYFULDOG', '애견', '멍스타그램', '댕스타그램', '멍팔', '댕팔', '멍팔환영', '멍팔맞팔', '애견유치원', '반려견유치원', '정릉애견유치원', '성북구애견호텔', '성북구반려견유치원', '강북애견유치원', '반려견호텔', '애견놀이터', '반려견놀이터', '애견동반놀이터', '애견훈련', '길음동', '길음동핫플', '정릉', '정릉핫플', '길음뉴타운', '견스타그램', '일상']"
37,"['격하게', '환영해', 'dang', 'stay', '댕스테이', '배곧', '배곧애견놀이터', '배곧애견호텔', '정왕동애견놀이터', '애견카페', '정왕동애견호텔', '반려견놀이터', '반려견호텔', '오이도', '강아지', '애견', '반려견', '배곧신도시', '아브뉴프랑', '애견카페', '시흥애견놀이터', '정왕', '배곧한울공원', '배곧생명공원', '배곧강아지', '시흥', '애견유치원', '배곧애견유치원', '펫스타그램']",2022-10-31,아브뉴프랑 센트럴,"['댕스테이', '배곧', '배곧애견놀이터', '배곧애견호텔', '정왕동애견놀이터', '애견카페', '정왕동애견호텔', '반려견놀이터', '반려견호텔', '오이도', '강아지', '애견', '반려견', '배곧신도시', '아브뉴프랑', '애견카페', '시흥애견놀이터', '정왕', '배곧한울공원', '배곧생명공원', '배곧강아지', '시흥', '애견유치원', '배곧애견유치원', '펫스타그램']"
38,"['P', 'P', 'P에', '천사', '마리가', '찾아왔어요']",2022-10-31,P.P.P,[]
39,"['루키', '산책시간', '신나는', '발걸음', '리브독', 'leavedog', '반려견호텔', '반려견유치원', '반려견놀이터', '애견호텔', '애견유치원', '애견놀이터', '루키', '푸들']",2022-10-31,,"['리브독', 'leavedog', '반려견호텔', '반려견유치원', '반려견놀이터', '애견호텔', '애견유치원', '애견놀이터', '루키', '푸들']"
40,"['블리스풀', '월요일', '오픈기존에', '공지해드렸던대로블리스풀', '오늘', '열려있어요', '날씨는', '너무너무', '좋지만', '이제', '초록', '잔디들이', '점점', '사라지고', '있어요', '초록이들', '다', '사라지기', '전에', '뛰뛰하러', '올', '댕댕이들', '모이세요', '알려드려요', '블리스풀', '할로윈', '장식은', '오늘', '오픈', '전에', '모두', '제거했습니다', '이용에', '참고', '부탁드립니다', '준비해', '두었던', '댕댕이', '쿠키', '선물은', '소진시까지', '증정합니다']",2022-10-31,환상의 섬 Jeju Island,"['블리스풀', '월요일', '오픈기존에']"
41,"['꼬마', '친구랑', '찰칵', '같이', '앉으라니까', '다들', '따로', '앉네', '시츄', '시츄스타그램', '시츄일상', '시츄산책', '시츄는사랑입니다', '시츄덕후', '멍스타그램', '댕스타그램', '반려견그램', '공원산책', '반려견놀이터', '영천강아지', '영천반려견']",2022-10-31,경상북도 영천,"['시츄', '시츄스타그램', '시츄일상', '시츄산책', '시츄는사랑입니다', '시츄덕후', '멍스타그램', '댕스타그램', '반려견그램', '공원산책', '반려견놀이터', '영천강아지', '영천반려견']"
42,"['오늘은', '개월', '아기', '멍멍이랑', '놀았지요', '별이는', '아기', '멍멍이가', '까분다고', '왕왕', '잔소리', '얼마나', '하던지', '그', '와중에', '땅콩이는', '관심없다고', '마이웨이', '시츄', '시츄스타그램', '시츄일상', '시츄산책', '시츄는사랑입니다', '시츄덕후', '멍스타그램', '댕스타그램', '반려견그램', '시츄모녀일상', '다견가정', '반려견놀이터']",2022-10-31,,"['시츄', '시츄스타그램', '시츄일상', '시츄산책', '시츄는사랑입니다', '시츄덕후', '멍스타그램', '댕스타그램', '반려견그램', '시츄모녀일상', '다견가정', '반려견놀이터']"
43,"['오늘', '안부었다']",2022-10-31,,[]
44,"['시흥힐링승마체험장', '아우농장', '대관', '혼자', '스트레스', '없이', '자유롭고', '신나게', '날아다닌', '차차', '혼자서도잘놀아', '혼자서만잘놀아요', '아우농장', '대관', '이렇게잘놀줄이야', '자주가자', '건강만해', '애견운동장대관', '반려견운동장', '시흥애견동반', '가족', '반려견놀이터', '애견놀이터', '산책', '주말', '토요일', '일상', 'dog', 'dogstagram']",2022-10-31,,"['시흥힐링승마체험장', '혼자서도잘놀아', '혼자서만잘놀아요', '아우농장', '대관', '이렇게잘놀줄이야', '자주가자', '건강만해', '애견운동장대관', '반려견운동장', '시흥애견동반', '가족', '반려견놀이터', '애견놀이터', '산책', '주말', '토요일', '일상', 'dog', 'dogstagram']"
45,"['귀여운', '카디의', '생일을축하합니당', '벌써', '월의', '끝자락', '모두들', '감기조심하세용', '월도', '힘차게', '멈머맘마와', '함께', '보내보아요']",2022-10-31,광진구 구의동,[]
46,"['한폭의', '수채화', '같다', '정말', '한폭의그림같은', '너무이뻐', '애견유치원', '애견놀이방', '애견놀이터', '강아지유치원', '애견호텔링', '강아지호텔', '애견운동장', '반려견유치원', '강아지놀이터', '호텔링', '애견훈련', '강아지운동장', '반려견카페', '반려견운동장', '애견훈련소', '반려견놀이터', '반려견호텔', '개치원', '영종도', '하늘도시', '운서동', '을왕리', '영종도애견호텔', '영종도애견유치원', '영종도강아지유치원', '영종도강아지호텔']",2022-10-31,,"['한폭의그림같은', '너무이뻐', '애견유치원', '애견놀이방', '애견놀이터', '강아지유치원', '애견호텔링', '강아지호텔', '애견운동장', '반려견유치원', '강아지놀이터', '호텔링', '애견훈련', '강아지운동장', '반려견카페', '반려견운동장', '애견훈련소', '반려견놀이터', '반려견호텔', '개치원', '영종도', '하늘도시', '운서동', '을왕리', '영종도애견호텔', '영종도애견유치원', '영종도강아지유치원', '영종도강아지호텔']"
47,"['이름이', '똑같은', '시월이', '신기방기', '귀염귀염', '운정애견카페', '운정디저트카페', '와동동애견카페', '반려견놀이터', '파주애견카페', '일산애견카페', '운정커피맛집']",2022-10-31,,"['운정애견카페', '운정디저트카페', '와동동애견카페', '반려견놀이터', '파주애견카페', '일산애견카페', '운정커피맛집']"
48,"['그동안', '산책', '사진', '넘', '귀요미', '칸이랑', '단짝', '김삼뚝', '골든리트리버', '골든레트리버', '배곧생명공원', '배곧한울공원', '대형견산책', '대형견일상', '개아들', '멍팔맞팔', '멍팔환영', '멍스타그램', '댕팔', '댕팔환영', '댕스타그램', '댕댕이산책일기', '허스키', '리트리버', '선팔맞팔', '반려견운동장', '반려견놀이터', '대형견운동장', '소형견', '중형견', '뛰뛰', '모닝산책', '아침산책', '우중산책']",2022-10-31,,"['김삼뚝', '골든리트리버', '골든레트리버', '배곧생명공원', '배곧한울공원', '대형견산책', '대형견일상', '개아들', '멍팔맞팔', '멍팔환영', '멍스타그램', '댕팔', '댕팔환영', '댕스타그램', '댕댕이산책일기', '허스키', '리트리버', '선팔맞팔', '반려견운동장', '반려견놀이터', '대형견운동장', '소형견', '중형견', '뛰뛰', '모닝산책', '아침산책', '우중산책']"
49,"['친구들도', '많이', '만나고', '완전', '잘놀다왔다']",2022-10-30,,[]
50,"['둘이', '씨름해', '두부', '달봉이', '천안축구센터', '강아지공원', '반려견놀이터']",2022-10-30,천안축구센터,"['두부', '달봉이', '천안축구센터', '강아지공원', '반려견놀이터']"
51,"['어린이대공원', '반려견놀이터에서', '신난', '울아가', '적극적인', '말티친구', '무서워서', '뛰뛰하는', '우리', '쫄보', '순둥이', '너가더큰데', '빨리뛰어', '도망가자', '미소천사', '뛰뛰좋아', '다흔들린사진', '니가웃으면나도좋아', '내사랑주노']",2022-10-30,,"['순둥이', '너가더큰데', '빨리뛰어', '도망가자', '미소천사', '뛰뛰좋아', '다흔들린사진', '니가웃으면나도좋아', '내사랑주노']"
52,"['오늘', '율동', '갔다가', '멈머운동장이', '있길래', '갔는데', '때지한테', '입질하고', '따라다니면서', '얼굴', '무는', '비숑', '두', '마리', '있었음', '그', '비숑', '견주가', '둘이서', '한', '마리한테', '그러냐면서', '웃길래', '개화', '나서', '아줌마개', '입질하는데', '안', '잡아요', '했더니', '쳐다보고', '불독이', '비숑한테', '지냐면서', '쳐', '웃음', '거기서', '차', '빡침', '의자', '밑에', '숨어있는', '때지한테', '가서', '또', '입질하는', '개', '보고', '견주한테', '지랄할라고', '자리에서', '일어서고', '잡고', '있던', '덤보', '리드줄을', '놨는데', '비숑', '두', '마리가', '때지한테', '했던', '짓', '그대로', '덤보가', '비숑', '둘', '쫓기', '시작함', '지네집', '개', '비명소리에', '그제야', '개', '잡음', '본인', '개가', '당하는', '건', '싫은가', '봐요', '뭣', '같은', '심보네']",2022-10-30,,[]
53,"['첫줄안녕', '너랑나랑우리랑', '기흥프리미엄롯데아울렛', '반려견놀이터', '날아라이랑이', '트렌치코트하네스', '펫츠앤미', '가을가을해', '내새끼', '랑이그램', '포메라니안', '세이블포메라니안', '개스타그램', '도그스타그램', '펫스타그램', '오늘도예쁘개', '쮸', '쮸s', '데일리그램', 'daily', '일상', '소통']",2022-10-30,,"['첫줄안녕', '너랑나랑우리랑', '기흥프리미엄롯데아울렛', '반려견놀이터', '날아라이랑이', '트렌치코트하네스', '펫츠앤미', '가을가을해', '내새끼', '랑이그램', '포메라니안', '세이블포메라니안', '개스타그램', '도그스타그램', '펫스타그램', '오늘도예쁘개', '쮸', '쮸s', '데일리그램', 'daily', '일상', '소통']"
54,"['텐트소개대형', '하우스형', '텐트', '입니다', '사용', '인원은', '인', '기준이며', '최대', '인까지', '이용', '가능합니다', '인', '추가', '천원', '반려견은', '두', '기준이며', '추가', '제한', '없습니다', '두', '추가', '천원', '텐트는', '단독으로', '사용하며', '운동장은', '공용입니다', '기본적으로', '비치되어', '있는', '집기', '들이', '있습니다', '구이바다', '버너', '식기', '인', '기준', '조리도구', '난로', '몽실이네놀이터', '반려견', '반려견놀이터', '반려견운동장', '애견', '애견카페', '애견놀이터', '애견운동장', '캠핑', '호수뷰', '곤지암', '경기광주']",2022-10-30,,"['몽실이네놀이터', '반려견', '반려견놀이터', '반려견운동장', '애견', '애견카페', '애견놀이터', '애견운동장', '캠핑', '호수뷰', '곤지암', '경기광주']"
55,"['텐트소개하우스형', '텐트', '입니다', '사용', '인원은', '인', '기준이며', '최대', '인까지', '이용', '가능합니다', '인', '추가', '천원', '반려견은', '두', '기준이며', '추가', '제한', '없습니다', '두', '추가', '천원', '텐트는', '단독으로', '사용하며', '운동장은', '공용입니다', '기본적으로', '비치되어', '있는', '집기', '들이', '있습니다', '구이바다', '버너', '식기', '인', '기준', '조리도구', '난로', '몽실이네놀이터', '반려견', '반려견놀이터', '반려견운동장', '애견', '애견카페', '애견놀이터', '애견운동장', '캠핑', '호수뷰', '곤지암', '경기광주']",2022-10-30,,"['몽실이네놀이터', '반려견', '반려견놀이터', '반려견운동장', '애견', '애견카페', '애견놀이터', '애견운동장', '캠핑', '호수뷰', '곤지암', '경기광주']"
